"","site.code","session","site.accession","subplot","rep","tree.count","value","species","measure"
"45091","DCAN","12","DCAN012","1","DCAN012-1",41,0,"all","sd.occtree"
"45092","DCAN","12","DCAN012","2","DCAN012-2",71,0,"all","sd.occtree"
"45093","DCAN","12","DCAN012","3","DCAN012-3",70,0,"all","sd.occtree"
"45094","DCAN","12","DCAN012","4","DCAN012-4",48,0,"all","sd.occtree"
"45095","DCAN","12","DCAN012","5","DCAN012-5",29,0,"all","sd.occtree"
"45096","DCAN","12","DCAN012","6","DCAN012-6",39,0,"all","sd.occtree"
"45097","DCAN","12","DCAN012","7","DCAN012-7",23,0,"all","sd.occtree"
"45098","DCAN","12","DCAN012","8","DCAN012-8",24,0,"all","sd.occtree"
"45099","DCAN","12","DCAN012","9","DCAN012-9",62,0,"all","sd.occtree"
"45100","DCAN","12","DCAN012","10","DCAN012-10",27,0,"all","sd.occtree"
"45101","DCAN","13","DCAN013","1","DCAN013-1",41,0,"all","sd.occtree"
"45102","DCAN","13","DCAN013","2","DCAN013-2",71,0,"all","sd.occtree"
"45103","DCAN","13","DCAN013","3","DCAN013-3",70,0,"all","sd.occtree"
"45104","DCAN","13","DCAN013","4","DCAN013-4",48,0,"all","sd.occtree"
"45105","DCAN","13","DCAN013","5","DCAN013-5",29,0,"all","sd.occtree"
"45106","DCAN","13","DCAN013","6","DCAN013-6",39,0,"all","sd.occtree"
"45107","DCAN","13","DCAN013","7","DCAN013-7",23,0,"all","sd.occtree"
"45108","DCAN","13","DCAN013","8","DCAN013-8",24,0,"all","sd.occtree"
"45109","DCAN","13","DCAN013","9","DCAN013-9",62,0,"all","sd.occtree"
"45110","DCAN","13","DCAN013","10","DCAN013-10",27,0,"all","sd.occtree"
"45111","DCLU","1","DCLU001","1","DCLU001-1",14,13.2994360782704,"all","sd.occtree"
"45112","DCLU","1","DCLU001","2","DCLU001-2",46,9.44225219331773,"all","sd.occtree"
"45113","DCLU","1","DCLU001","3","DCLU001-3",29,0,"all","sd.occtree"
"45114","DCLU","1","DCLU001","4","DCLU001-4",32,0,"all","sd.occtree"
"45115","DCLU","1","DCLU001","5","DCLU001-5",41,1.87766904049703,"all","sd.occtree"
"45116","DCLU","1","DCLU001","6","DCLU001-6",35,2.43975018237133,"all","sd.occtree"
"45117","DCLU","1","DCLU001","7","DCLU001-7",42,2.88675134594813,"all","sd.occtree"
"45118","DCLU","1","DCLU001","8","DCLU001-8",36,28.4005441689223,"all","sd.occtree"
"45119","DCLU","1","DCLU001","9","DCLU001-9",37,0,"all","sd.occtree"
"45120","DCLU","1","DCLU001","10","DCLU001-10",37,0,"all","sd.occtree"
"45121","DCLU","2","DCLU002","1","DCLU002-1",14,10.9851767005751,"all","sd.occtree"
"45122","DCLU","2","DCLU002","2","DCLU002-2",46,5.43820504156234,"all","sd.occtree"
"45123","DCLU","2","DCLU002","3","DCLU002-3",29,4.09097923621119,"all","sd.occtree"
"45124","DCLU","2","DCLU002","4","DCLU002-4",32,8.26658315501777,"all","sd.occtree"
"45125","DCLU","2","DCLU002","5","DCLU002-5",41,8.1517577151283,"all","sd.occtree"
"45126","DCLU","2","DCLU002","6","DCLU002-6",35,4.68768162041312,"all","sd.occtree"
"45127","DCLU","2","DCLU002","7","DCLU002-7",42,2.10818510677892,"all","sd.occtree"
"45128","DCLU","2","DCLU002","8","DCLU002-8",36,3.14837747129444,"all","sd.occtree"
"45129","DCLU","2","DCLU002","9","DCLU002-9",37,3.78318648760539,"all","sd.occtree"
"45130","DCLU","2","DCLU002","10","DCLU002-10",37,0,"all","sd.occtree"
"45131","DCLU","3","DCLU003","1","DCLU003-1",14,5.78637562357845,"all","sd.occtree"
"45132","DCLU","3","DCLU003","2","DCLU003-2",46,2.89943014344115,"all","sd.occtree"
"45133","DCLU","3","DCLU003","3","DCLU003-3",29,5.44862367942584,"all","sd.occtree"
"45134","DCLU","3","DCLU003","4","DCLU003-4",32,10.2232034553211,"all","sd.occtree"
"45135","DCLU","3","DCLU003","5","DCLU003-5",41,8.07630278448416,"all","sd.occtree"
"45136","DCLU","3","DCLU003","6","DCLU003-6",35,2.48622579049423,"all","sd.occtree"
"45137","DCLU","3","DCLU003","7","DCLU003-7",42,2.63523138347365,"all","sd.occtree"
"45138","DCLU","3","DCLU003","8","DCLU003-8",36,4.14181183338378,"all","sd.occtree"
"45139","DCLU","3","DCLU003","9","DCLU003-9",37,2.5520889276702,"all","sd.occtree"
"45140","DCLU","3","DCLU003","10","DCLU003-10",37,2.88675134594813,"all","sd.occtree"
"45141","DCLU","4","DCLU004","1","DCLU004-1",14,13.6456786366434,"all","sd.occtree"
"45142","DCLU","4","DCLU004","2","DCLU004-2",46,2.39122326810959,"all","sd.occtree"
"45143","DCLU","4","DCLU004","3","DCLU004-3",29,4.806876387641,"all","sd.occtree"
"45144","DCLU","4","DCLU004","4","DCLU004-4",32,7.40176899197255,"all","sd.occtree"
"45145","DCLU","4","DCLU004","5","DCLU004-5",41,6.02826674924061,"all","sd.occtree"
"45146","DCLU","4","DCLU004","6","DCLU004-6",35,0,"all","sd.occtree"
"45147","DCLU","4","DCLU004","7","DCLU004-7",42,4.33012701892219,"all","sd.occtree"
"45148","DCLU","4","DCLU004","8","DCLU004-8",36,3.45666449221858,"all","sd.occtree"
"45149","DCLU","4","DCLU004","9","DCLU004-9",37,2.58198889747161,"all","sd.occtree"
"45150","DCLU","4","DCLU004","10","DCLU004-10",37,0,"all","sd.occtree"
"45151","DCLU","5","DCLU005","1","DCLU005-1",14,5.01135075240562,"all","sd.occtree"
"45152","DCLU","5","DCLU005","2","DCLU005-2",46,10.0281860836859,"all","sd.occtree"
"45153","DCLU","5","DCLU005","3","DCLU005-3",29,4.58437384126595,"all","sd.occtree"
"45154","DCLU","5","DCLU005","4","DCLU005-4",32,4.47878597496284,"all","sd.occtree"
"45155","DCLU","5","DCLU005","5","DCLU005-5",41,5.60219737108712,"all","sd.occtree"
"45156","DCLU","5","DCLU005","6","DCLU005-6",35,11.2390972810234,"all","sd.occtree"
"45157","DCLU","5","DCLU005","7","DCLU005-7",42,5.0709255283711,"all","sd.occtree"
"45158","DCLU","5","DCLU005","8","DCLU005-8",36,5.69185674464678,"all","sd.occtree"
"45159","DCLU","5","DCLU005","9","DCLU005-9",37,1.83173774266262,"all","sd.occtree"
"45160","DCLU","5","DCLU005","10","DCLU005-10",37,2.31455024943138,"all","sd.occtree"
"45161","DCLU","6","DCLU006","1","DCLU006-1",14,13.8908079482277,"all","sd.occtree"
"45162","DCLU","6","DCLU006","2","DCLU006-2",46,9.99039454642695,"all","sd.occtree"
"45163","DCLU","6","DCLU006","3","DCLU006-3",29,4.68660705780693,"all","sd.occtree"
"45164","DCLU","6","DCLU006","4","DCLU006-4",32,6.40628411721461,"all","sd.occtree"
"45165","DCLU","6","DCLU006","5","DCLU006-5",41,4.55107138070265,"all","sd.occtree"
"45166","DCLU","6","DCLU006","6","DCLU006-6",35,5.52360696629735,"all","sd.occtree"
"45167","DCLU","6","DCLU006","7","DCLU006-7",42,5,"all","sd.occtree"
"45168","DCLU","6","DCLU006","8","DCLU006-8",36,10.6257135373273,"all","sd.occtree"
"45169","DCLU","6","DCLU006","9","DCLU006-9",37,4.67707173346743,"all","sd.occtree"
"45170","DCLU","6","DCLU006","10","DCLU006-10",37,2.5,"all","sd.occtree"
"45171","DCLU","7","DCLU007","1","DCLU007-1",14,11.1536882646397,"all","sd.occtree"
"45172","DCLU","7","DCLU007","2","DCLU007-2",46,7.77297669279065,"all","sd.occtree"
"45173","DCLU","7","DCLU007","3","DCLU007-3",29,4.15832498329155,"all","sd.occtree"
"45174","DCLU","7","DCLU007","4","DCLU007-4",32,10.6169952545574,"all","sd.occtree"
"45175","DCLU","7","DCLU007","5","DCLU007-5",41,10.4843890519717,"all","sd.occtree"
"45176","DCLU","7","DCLU007","6","DCLU007-6",35,5.86301969977929,"all","sd.occtree"
"45177","DCLU","7","DCLU007","7","DCLU007-7",42,5.87172242046629,"all","sd.occtree"
"45178","DCLU","7","DCLU007","8","DCLU007-8",36,10.3705998912919,"all","sd.occtree"
"45179","DCLU","7","DCLU007","9","DCLU007-9",37,7.74212349362087,"all","sd.occtree"
"45180","DCLU","7","DCLU007","10","DCLU007-10",37,2.63523138347365,"all","sd.occtree"
"45181","DCLU","8","DCLU008","1","DCLU008-1",14,20.5027714312879,"all","sd.occtree"
"45182","DCLU","8","DCLU008","2","DCLU008-2",46,2.52824948423716,"all","sd.occtree"
"45183","DCLU","8","DCLU008","3","DCLU008-3",29,4.12257371493679,"all","sd.occtree"
"45184","DCLU","8","DCLU008","4","DCLU008-4",32,9.76365440644132,"all","sd.occtree"
"45185","DCLU","8","DCLU008","5","DCLU008-5",41,1.66052791038768,"all","sd.occtree"
"45186","DCLU","8","DCLU008","6","DCLU008-6",35,2.59437260831385,"all","sd.occtree"
"45187","DCLU","8","DCLU008","7","DCLU008-7",42,2.28868854108532,"all","sd.occtree"
"45188","DCLU","8","DCLU008","8","DCLU008-8",36,4.67720338739867,"all","sd.occtree"
"45189","DCLU","8","DCLU008","9","DCLU008-9",37,2.09426954145848,"all","sd.occtree"
"45190","DCLU","8","DCLU008","10","DCLU008-10",37,0,"all","sd.occtree"
"45191","DCLU","9","DCLU009","1","DCLU009-1",14,13.7300819922953,"all","sd.occtree"
"45192","DCLU","9","DCLU009","2","DCLU009-2",46,6.25094689796771,"all","sd.occtree"
"45193","DCLU","9","DCLU009","3","DCLU009-3",29,4.05553552826906,"all","sd.occtree"
"45194","DCLU","9","DCLU009","4","DCLU009-4",32,9.84334533420529,"all","sd.occtree"
"45195","DCLU","9","DCLU009","5","DCLU009-5",41,3.1637976206792,"all","sd.occtree"
"45196","DCLU","9","DCLU009","6","DCLU009-6",35,4.68198204635098,"all","sd.occtree"
"45197","DCLU","9","DCLU009","7","DCLU009-7",42,2.34834109156931,"all","sd.occtree"
"45198","DCLU","9","DCLU009","8","DCLU009-8",36,5.29150262212918,"all","sd.occtree"
"45199","DCLU","9","DCLU009","9","DCLU009-9",37,4.8837590994209,"all","sd.occtree"
"45200","DCLU","9","DCLU009","10","DCLU009-10",37,2.46296091535944,"all","sd.occtree"
"45201","DCLU","10","DCLU010","1","DCLU010-1",14,14.6878634706799,"all","sd.occtree"
"45202","DCLU","10","DCLU010","2","DCLU010-2",46,1.79284291400159,"all","sd.occtree"
"45203","DCLU","10","DCLU010","3","DCLU010-3",29,2.21126793545082,"all","sd.occtree"
"45204","DCLU","10","DCLU010","4","DCLU010-4",32,4.12257371493679,"all","sd.occtree"
"45205","DCLU","10","DCLU010","5","DCLU010-5",41,1.7817416127495,"all","sd.occtree"
"45206","DCLU","10","DCLU010","6","DCLU010-6",35,3.4253953543107,"all","sd.occtree"
"45207","DCLU","10","DCLU010","7","DCLU010-7",42,2.53649828097946,"all","sd.occtree"
"45208","DCLU","10","DCLU010","8","DCLU010-8",36,7.45117058051572,"all","sd.occtree"
"45209","DCLU","10","DCLU010","9","DCLU010-9",37,2.8562028528874,"all","sd.occtree"
"45210","DCLU","10","DCLU010","10","DCLU010-10",37,2.39356776939085,"all","sd.occtree"
"45211","DCLU","11","DCLU011","1","DCLU011-1",14,21.6986942771526,"all","sd.occtree"
"45212","DCLU","11","DCLU011","2","DCLU011-2",46,5.19485847948226,"all","sd.occtree"
"45213","DCLU","11","DCLU011","3","DCLU011-3",29,3.44203704913516,"all","sd.occtree"
"45214","DCLU","11","DCLU011","4","DCLU011-4",32,9.30266102599155,"all","sd.occtree"
"45215","DCLU","11","DCLU011","5","DCLU011-5",41,4.37270549656432,"all","sd.occtree"
"45216","DCLU","11","DCLU011","6","DCLU011-6",35,8.75375859123863,"all","sd.occtree"
"45217","DCLU","11","DCLU011","7","DCLU011-7",42,5.08696304119227,"all","sd.occtree"
"45218","DCLU","11","DCLU011","8","DCLU011-8",36,11.6440256498057,"all","sd.occtree"
"45219","DCLU","11","DCLU011","9","DCLU011-9",37,10.8115623733289,"all","sd.occtree"
"45220","DCLU","11","DCLU011","10","DCLU011-10",37,4.4629118765199,"all","sd.occtree"
"45221","DCLU","12","DCLU012","1","DCLU012-1",14,21.5295779631819,"all","sd.occtree"
"45222","DCLU","12","DCLU012","2","DCLU012-2",46,11.0813324122284,"all","sd.occtree"
"45223","DCLU","12","DCLU012","3","DCLU012-3",29,9.95866456910765,"all","sd.occtree"
"45224","DCLU","12","DCLU012","4","DCLU012-4",32,5.17549169506766,"all","sd.occtree"
"45225","DCLU","12","DCLU012","5","DCLU012-5",41,4.70121785023438,"all","sd.occtree"
"45226","DCLU","12","DCLU012","6","DCLU012-6",35,8.01983855557681,"all","sd.occtree"
"45227","DCLU","12","DCLU012","7","DCLU012-7",42,7.64516949457568,"all","sd.occtree"
"45228","DCLU","12","DCLU012","8","DCLU012-8",36,9.46625585963109,"all","sd.occtree"
"45229","DCLU","12","DCLU012","9","DCLU012-9",37,8.42843173659617,"all","sd.occtree"
"45230","DCLU","12","DCLU012","10","DCLU012-10",37,2.19264504826757,"all","sd.occtree"
"45231","DCLU","13","DCLU013","1","DCLU013-1",13,2.67261241912424,"all","sd.occtree"
"45232","DCLU","13","DCLU013","2","DCLU013-2",46,5.1034965819381,"all","sd.occtree"
"45233","DCLU","13","DCLU013","3","DCLU013-3",29,4.26419199067459,"all","sd.occtree"
"45234","DCLU","13","DCLU013","4","DCLU013-4",32,3.51291612626105,"all","sd.occtree"
"45235","DCLU","13","DCLU013","5","DCLU013-5",41,2.5,"all","sd.occtree"
"45236","DCLU","13","DCLU013","6","DCLU013-6",35,3.23696480927281,"all","sd.occtree"
"45237","DCLU","13","DCLU013","7","DCLU013-7",42,4.18160654932208,"all","sd.occtree"
"45238","DCLU","13","DCLU013","8","DCLU013-8",36,5.38575995161409,"all","sd.occtree"
"45239","DCLU","13","DCLU013","9","DCLU013-9",37,3.25045784320858,"all","sd.occtree"
"45240","DCLU","13","DCLU013","10","DCLU013-10",37,2.88675134594813,"all","sd.occtree"
"45241","DLIS","1","DLIS001","1","DLIS001-1",60,47.9297071080253,"all","sd.occtree"
"45242","DLIS","1","DLIS001","2","DLIS001-2",72,22.0041093898282,"all","sd.occtree"
"45243","DLIS","1","DLIS001","3","DLIS001-3",59,50.9877559861601,"all","sd.occtree"
"45244","DLIS","1","DLIS001","4","DLIS001-4",43,48.742765030896,"all","sd.occtree"
"45245","DLIS","1","DLIS001","5","DLIS001-5",36,35.5484859444277,"all","sd.occtree"
"45246","DLIS","1","DLIS001","6","DLIS001-6",57,28.9455722666897,"all","sd.occtree"
"45247","DLIS","1","DLIS001","7","DLIS001-7",29,71.2592294217232,"all","sd.occtree"
"45248","DLIS","1","DLIS001","8","DLIS001-8",33,80.7484197471794,"all","sd.occtree"
"45249","DLIS","1","DLIS001","9","DLIS001-9",38,45.9663101267294,"all","sd.occtree"
"45250","DLIS","1","DLIS001","10","DLIS001-10",47,47.7303709569527,"all","sd.occtree"
"45251","DLIS","2","DLIS002","1","DLIS002-1",60,8.74322397730044,"all","sd.occtree"
"45252","DLIS","2","DLIS002","2","DLIS002-2",72,9.84603699182795,"all","sd.occtree"
"45253","DLIS","2","DLIS002","3","DLIS002-3",59,16.0701483911061,"all","sd.occtree"
"45254","DLIS","2","DLIS002","4","DLIS002-4",43,53.937243074486,"all","sd.occtree"
"45255","DLIS","2","DLIS002","5","DLIS002-5",36,20.2664542203777,"all","sd.occtree"
"45256","DLIS","2","DLIS002","6","DLIS002-6",57,12.5334168709709,"all","sd.occtree"
"45257","DLIS","2","DLIS002","7","DLIS002-7",29,47.0390647346555,"all","sd.occtree"
"45258","DLIS","2","DLIS002","8","DLIS002-8",33,0,"all","sd.occtree"
"45259","DLIS","2","DLIS002","9","DLIS002-9",38,18.0109920141377,"all","sd.occtree"
"45260","DLIS","2","DLIS002","10","DLIS002-10",47,20.4006347312013,"all","sd.occtree"
"45261","DLIS","3","DLIS003","1","DLIS003-1",60,10.1397400107389,"all","sd.occtree"
"45262","DLIS","3","DLIS003","2","DLIS003-2",72,21.3860155260173,"all","sd.occtree"
"45263","DLIS","3","DLIS003","3","DLIS003-3",59,19.0400840751112,"all","sd.occtree"
"45264","DLIS","3","DLIS003","4","DLIS003-4",43,9.45788459581042,"all","sd.occtree"
"45265","DLIS","3","DLIS003","5","DLIS003-5",36,4.70754157840569,"all","sd.occtree"
"45266","DLIS","3","DLIS003","6","DLIS003-6",57,0,"all","sd.occtree"
"45267","DLIS","3","DLIS003","7","DLIS003-7",29,12.2474487139159,"all","sd.occtree"
"45268","DLIS","3","DLIS003","8","DLIS003-8",33,0,"all","sd.occtree"
"45269","DLIS","3","DLIS003","9","DLIS003-9",38,17.8985526547401,"all","sd.occtree"
"45270","DLIS","3","DLIS003","10","DLIS003-10",47,0,"all","sd.occtree"
"45271","DLIS","4","DLIS004","1","DLIS004-1",60,4.93100796715971,"all","sd.occtree"
"45272","DLIS","4","DLIS004","2","DLIS004-2",72,4.66751692934415,"all","sd.occtree"
"45273","DLIS","4","DLIS004","3","DLIS004-3",59,14.532632956038,"all","sd.occtree"
"45274","DLIS","4","DLIS004","4","DLIS004-4",43,0,"all","sd.occtree"
"45275","DLIS","4","DLIS004","5","DLIS004-5",36,0,"all","sd.occtree"
"45276","DLIS","4","DLIS004","6","DLIS004-6",57,0,"all","sd.occtree"
"45277","DLIS","4","DLIS004","7","DLIS004-7",29,0,"all","sd.occtree"
"45278","DLIS","4","DLIS004","8","DLIS004-8",33,0,"all","sd.occtree"
"45279","DLIS","4","DLIS004","9","DLIS004-9",38,13.6994841436043,"all","sd.occtree"
"45280","DLIS","4","DLIS004","10","DLIS004-10",47,0,"all","sd.occtree"
"45281","DLIS","5","DLIS005","1","DLIS005-1",60,4.95815826021451,"all","sd.occtree"
"45282","DLIS","5","DLIS005","2","DLIS005-2",72,6.59099994249245,"all","sd.occtree"
"45283","DLIS","5","DLIS005","3","DLIS005-3",59,11.3046708950586,"all","sd.occtree"
"45284","DLIS","5","DLIS005","4","DLIS005-4",43,0,"all","sd.occtree"
"45285","DLIS","5","DLIS005","5","DLIS005-5",36,0,"all","sd.occtree"
"45286","DLIS","5","DLIS005","6","DLIS005-6",57,0,"all","sd.occtree"
"45287","DLIS","5","DLIS005","7","DLIS005-7",29,0,"all","sd.occtree"
"45288","DLIS","5","DLIS005","8","DLIS005-8",33,6.25,"all","sd.occtree"
"45289","DLIS","5","DLIS005","9","DLIS005-9",38,13.4918957155768,"all","sd.occtree"
"45290","DLIS","5","DLIS005","10","DLIS005-10",47,0,"all","sd.occtree"
"45291","DLIS","6","DLIS006","1","DLIS006-1",60,15.308948894557,"all","sd.occtree"
"45292","DLIS","6","DLIS006","2","DLIS006-2",72,7.52741202659864,"all","sd.occtree"
"45293","DLIS","6","DLIS006","3","DLIS006-3",59,17.3310315668864,"all","sd.occtree"
"45294","DLIS","6","DLIS006","4","DLIS006-4",43,0,"all","sd.occtree"
"45295","DLIS","6","DLIS006","5","DLIS006-5",36,0,"all","sd.occtree"
"45296","DLIS","6","DLIS006","6","DLIS006-6",57,0,"all","sd.occtree"
"45297","DLIS","6","DLIS006","7","DLIS006-7",29,0,"all","sd.occtree"
"45298","DLIS","6","DLIS006","8","DLIS006-8",33,0,"all","sd.occtree"
"45299","DLIS","6","DLIS006","9","DLIS006-9",38,22.2494216712678,"all","sd.occtree"
"45300","DLIS","6","DLIS006","10","DLIS006-10",47,0,"all","sd.occtree"
"45301","DLIS","7","DLIS007","1","DLIS007-1",60,13.1290835741812,"all","sd.occtree"
"45302","DLIS","7","DLIS007","2","DLIS007-2",72,10.5806245271541,"all","sd.occtree"
"45303","DLIS","7","DLIS007","3","DLIS007-3",59,20.3173549809003,"all","sd.occtree"
"45304","DLIS","7","DLIS007","4","DLIS007-4",43,0,"all","sd.occtree"
"45305","DLIS","7","DLIS007","5","DLIS007-5",36,0,"all","sd.occtree"
"45306","DLIS","7","DLIS007","6","DLIS007-6",57,0,"all","sd.occtree"
"45307","DLIS","7","DLIS007","7","DLIS007-7",29,0,"all","sd.occtree"
"45308","DLIS","7","DLIS007","8","DLIS007-8",33,3.53553390593274,"all","sd.occtree"
"45309","DLIS","7","DLIS007","9","DLIS007-9",38,15.7947122314063,"all","sd.occtree"
"45310","DLIS","7","DLIS007","10","DLIS007-10",47,0,"all","sd.occtree"
"45311","DLIS","8","DLIS008","1","DLIS008-1",60,10.5332491246154,"all","sd.occtree"
"45312","DLIS","8","DLIS008","2","DLIS008-2",72,1.44337567297406,"all","sd.occtree"
"45313","DLIS","8","DLIS008","3","DLIS008-3",59,5.74076022715979,"all","sd.occtree"
"45314","DLIS","8","DLIS008","4","DLIS008-4",43,0,"all","sd.occtree"
"45315","DLIS","8","DLIS008","5","DLIS008-5",36,0,"all","sd.occtree"
"45316","DLIS","8","DLIS008","6","DLIS008-6",57,0,"all","sd.occtree"
"45317","DLIS","8","DLIS008","7","DLIS008-7",29,0,"all","sd.occtree"
"45318","DLIS","8","DLIS008","8","DLIS008-8",33,0,"all","sd.occtree"
"45319","DLIS","8","DLIS008","9","DLIS008-9",38,12.3570776650895,"all","sd.occtree"
"45320","DLIS","8","DLIS008","10","DLIS008-10",47,0,"all","sd.occtree"
"45321","DLIS","9","DLIS009","1","DLIS009-1",60,4.73885112202419,"all","sd.occtree"
"45322","DLIS","9","DLIS009","2","DLIS009-2",72,2.23606797749979,"all","sd.occtree"
"45323","DLIS","9","DLIS009","3","DLIS009-3",59,7.87563170245052,"all","sd.occtree"
"45324","DLIS","9","DLIS009","4","DLIS009-4",43,0,"all","sd.occtree"
"45325","DLIS","9","DLIS009","5","DLIS009-5",36,0,"all","sd.occtree"
"45326","DLIS","9","DLIS009","6","DLIS009-6",57,0,"all","sd.occtree"
"45327","DLIS","9","DLIS009","7","DLIS009-7",29,0,"all","sd.occtree"
"45328","DLIS","9","DLIS009","8","DLIS009-8",33,0,"all","sd.occtree"
"45329","DLIS","9","DLIS009","9","DLIS009-9",38,12.3446225492055,"all","sd.occtree"
"45330","DLIS","9","DLIS009","10","DLIS009-10",47,0,"all","sd.occtree"
"45331","DLIS","10","DLIS010","1","DLIS010-1",60,8.8034084308295,"all","sd.occtree"
"45332","DLIS","10","DLIS010","2","DLIS010-2",72,0,"all","sd.occtree"
"45333","DLIS","10","DLIS010","3","DLIS010-3",59,9.04920649218141,"all","sd.occtree"
"45334","DLIS","10","DLIS010","4","DLIS010-4",43,9.13748268089137,"all","sd.occtree"
"45335","DLIS","10","DLIS010","5","DLIS010-5",36,7.55928946018454,"all","sd.occtree"
"45336","DLIS","10","DLIS010","6","DLIS010-6",57,2.4726767752342,"all","sd.occtree"
"45337","DLIS","10","DLIS010","7","DLIS010-7",29,20,"all","sd.occtree"
"45338","DLIS","10","DLIS010","8","DLIS010-8",33,0,"all","sd.occtree"
"45339","DLIS","10","DLIS010","9","DLIS010-9",38,0,"all","sd.occtree"
"45340","DLIS","10","DLIS010","10","DLIS010-10",47,0,"all","sd.occtree"
"45341","DLIS","11","DLIS011","1","DLIS011-1",60,2.52262489554756,"all","sd.occtree"
"45342","DLIS","11","DLIS011","2","DLIS011-2",72,0,"all","sd.occtree"
"45343","DLIS","11","DLIS011","3","DLIS011-3",59,1.04257207028537,"all","sd.occtree"
"45344","DLIS","11","DLIS011","4","DLIS011-4",43,9.0740848106856,"all","sd.occtree"
"45345","DLIS","11","DLIS011","5","DLIS011-5",36,14.977255483505,"all","sd.occtree"
"45346","DLIS","11","DLIS011","6","DLIS011-6",57,4.90132517853561,"all","sd.occtree"
"45347","DLIS","11","DLIS011","7","DLIS011-7",29,9.75900072948533,"all","sd.occtree"
"45348","DLIS","11","DLIS011","8","DLIS011-8",33,0,"all","sd.occtree"
"45349","DLIS","11","DLIS011","9","DLIS011-9",38,0,"all","sd.occtree"
"45350","DLIS","11","DLIS011","10","DLIS011-10",47,0,"all","sd.occtree"
"45351","DLIS","12","DLIS012","1","DLIS012-1",60,2.52262489554756,"all","sd.occtree"
"45352","DLIS","12","DLIS012","2","DLIS012-2",72,0,"all","sd.occtree"
"45353","DLIS","12","DLIS012","3","DLIS012-3",59,1.87082869338697,"all","sd.occtree"
"45354","DLIS","12","DLIS012","4","DLIS012-4",43,9.36173303691926,"all","sd.occtree"
"45355","DLIS","12","DLIS012","5","DLIS012-5",36,13.2136050710758,"all","sd.occtree"
"45356","DLIS","12","DLIS012","6","DLIS012-6",57,9.90176503149394,"all","sd.occtree"
"45357","DLIS","12","DLIS012","7","DLIS012-7",29,7.55928946018454,"all","sd.occtree"
"45358","DLIS","12","DLIS012","8","DLIS012-8",33,0,"all","sd.occtree"
"45359","DLIS","12","DLIS012","9","DLIS012-9",38,0,"all","sd.occtree"
"45360","DLIS","12","DLIS012","10","DLIS012-10",47,0,"all","sd.occtree"
"45361","DLIS","13","DLIS013","1","DLIS013-1",60,3.33639565215405,"all","sd.occtree"
"45362","DLIS","13","DLIS013","2","DLIS013-2",72,0,"all","sd.occtree"
"45363","DLIS","13","DLIS013","3","DLIS013-3",59,7.6173255574807,"all","sd.occtree"
"45364","DLIS","13","DLIS013","4","DLIS013-4",43,3.59194192375458,"all","sd.occtree"
"45365","DLIS","13","DLIS013","5","DLIS013-5",36,7.93036096278095,"all","sd.occtree"
"45366","DLIS","13","DLIS013","6","DLIS013-6",57,4.14697728893234,"all","sd.occtree"
"45367","DLIS","13","DLIS013","7","DLIS013-7",29,9.76814550806174,"all","sd.occtree"
"45368","DLIS","13","DLIS013","8","DLIS013-8",33,0,"all","sd.occtree"
"45369","DLIS","13","DLIS013","9","DLIS013-9",38,0,"all","sd.occtree"
"45370","DLIS","13","DLIS013","10","DLIS013-10",47,0,"all","sd.occtree"
"45371","DRED","1","DRED001","1","DRED001-1",16,68.2421829641629,"all","sd.occtree"
"45372","DRED","1","DRED001","2","DRED001-2",41,74.5739752043417,"all","sd.occtree"
"45373","DRED","1","DRED001","3","DRED001-3",42,42.4019844992388,"all","sd.occtree"
"45374","DRED","1","DRED001","4","DRED001-4",52,28.7164280814701,"all","sd.occtree"
"45375","DRED","1","DRED001","5","DRED001-5",20,14.2886901662352,"all","sd.occtree"
"45376","DRED","1","DRED001","6","DRED001-6",6,0,"all","sd.occtree"
"45377","DRED","1","DRED001","7","DRED001-7",14,11.8356805183873,"all","sd.occtree"
"45378","DRED","1","DRED001","8","DRED001-8",44,24.5868641532199,"all","sd.occtree"
"45379","DRED","1","DRED001","9","DRED001-9",6,0,"all","sd.occtree"
"45380","DRED","1","DRED001","10","DRED001-10",44,51.8830673589315,"all","sd.occtree"
"45381","DRED","2","DRED002","1","DRED002-1",16,43.1014629810997,"all","sd.occtree"
"45382","DRED","2","DRED002","2","DRED002-2",41,45.5895721729113,"all","sd.occtree"
"45383","DRED","2","DRED002","3","DRED002-3",42,25.8694949550773,"all","sd.occtree"
"45384","DRED","2","DRED002","4","DRED002-4",52,17.2926263612728,"all","sd.occtree"
"45385","DRED","2","DRED002","5","DRED002-5",20,15.2274423328411,"all","sd.occtree"
"45386","DRED","2","DRED002","6","DRED002-6",6,0,"all","sd.occtree"
"45387","DRED","2","DRED002","7","DRED002-7",14,13.2994360782704,"all","sd.occtree"
"45388","DRED","2","DRED002","8","DRED002-8",44,42.0475019976505,"all","sd.occtree"
"45389","DRED","2","DRED002","9","DRED002-9",6,0,"all","sd.occtree"
"45390","DRED","2","DRED002","10","DRED002-10",44,28.7761738564769,"all","sd.occtree"
"45391","DRED","3","DRED003","1","DRED003-1",16,12.5329565546203,"all","sd.occtree"
"45392","DRED","3","DRED003","2","DRED003-2",41,10.5573828827666,"all","sd.occtree"
"45393","DRED","3","DRED003","3","DRED003-3",42,14.148272371958,"all","sd.occtree"
